Reference,DOI,species_name,species_name2,species,sample_label,sample_id,max_diam_mu,total_ind_measured_in_the_sample,lat,long,sample_type,vessel,sampling_date,water_depth,trap_depth
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-11,b3,211.75,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-15,b3,329.71,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-16,b3,226.82,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-17,b3,181.75,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-18,b3,172.77,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b30,243.76,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b30,234.06,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b31,316.05,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b31,182.58,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b32,291.68,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b32,293.52,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b33,268.8,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b33,282.9,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b34,256.62,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b34,281.48,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b35,251.5,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b35,207.11,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b36,219.37,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-02,b4,247.77,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b4,260.29,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-04,b4,262.63,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b4,217.81,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-06,b4,220.98,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-07,b4,295.72,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-08,b4,166.81,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-09,b4,184.4,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-10,b4,394.76,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-15,b4,326.93,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-16,b4,162.74,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-17,b4,194.46,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-02,b5,213.86,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b5,257.39,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-04,b5,201.37,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b5,194.23,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-06,b5,184.44,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-07,b5,224.89,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-08,b5,197.04,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-09,b5,186.34,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-10,b5,222.86,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-15,b5,243.8,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b6,369.31,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-04,b6,349.35,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b6,331.97,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-06,b6,278.14,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-07,b6,241.28,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-08,b6,203.28,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-09,b6,203.15,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-10,b6,214.86,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-15,b6,224.5,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b7,374.36,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-04,b7,310.12,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b7,278.68,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-06,b7,273.93,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-07,b7,216.57,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-08,b7,185.16,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-09,b7,206.36,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b8,270.33,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b8,280.99,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-06,b8,210.66,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-07,b8,234.94,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-08,b8,213.82,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-09,b8,166.25,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-03,b9,225.34,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-04,b9,231.15,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-05,b9,269.18,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-06,b9,228.35,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-07,b9,218.26,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-08,b9,168.03,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-04,r11,243.98,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-04,r44b,215.06,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-02,r5,234.85,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-04,r8,241.08,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Weinkauf et al. 2016,https://doi.org/10.1594/PANGAEA.846744,Globigerina bulloides,Globigerina_bulloides,bulloides,276-22-04,r9,241.08,189,30,-22,sed_trap ,JGOFS,01/04/04,-5300,-2000
Baranowski 2013 ,,Globigerina falconensis,Globigerina_falconensis,falconensis,North Atlantic,058 A,334.87,1,NA,NA,seafloor,NA,NA,NA,
Baranowski 2013 ,,Globigerina falconensis,Globigerina_falconensis,falconensis,North Atlantic,059 A,467.448,1,NA,NA,seafloor,NA,NA,NA,
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,216.95,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,234.62,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,254.07,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,232.72,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,232.56,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,242.64,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,230.62,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,251.25,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,281.59,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,235.18,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,262.4,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,270.7,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,264.01,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,256.56,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,242.55,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,232.95,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerina falconensis,Globigerina_falconensis,falconensis,M.408,resamples_23,243.53,17,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Baranowski 2013 ,,Globigerinella calida,Globigerinella_calida,calida,Caribbean,82,201.661,1,NA,NA,seafloor,,NA,-2900,
Baranowski 2013 ,,Globigerinella calida,Globigerinella_calida,calida,Caribbean,83,322.659,1,NA,NA,seafloor,,NA,-2900,
Baranowski 2013 ,,Globigerinella calida,Globigerinella_calida,calida,Caribbean,169,173.793,1,NA,NA,seafloor,,NA,-2900,
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.408,resamples_23,444.9,8,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.408,resamples_23,411.82,8,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.408,resamples_23,313.79,8,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.408,resamples_23,260.73,8,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.408,resamples_23,320.41,8,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.408,resamples_23,327.29,8,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.408,resamples_23,532.08,8,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.408,resamples_23,207.2,8,-21.25,-14.03333,seafloor,HMS Challenger,21/03/1876,-3740,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.3787,resamples_25,290.87,11,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.3787,resamples_25,256.16,11,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.3787,resamples_25,258.06,11,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.3787,resamples_25,238.9,11,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.3787,resamples_25,296.8,11,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.3787,resamples_25,334.4,11,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.3787,resamples_25,303.72,11,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.3787,resamples_25,247.31,11,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.3787,resamples_25,463.65,11,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.3787,resamples_25,416.42,11,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella calida,Globigerinella_calida,calida,M.3787,resamples_25,424.59,11,-19.56667,64.63333,seafloor,HMS Egeria,31/10/1887,-2708,NA
Baranowski 2013 ,,Globigerinella siphonifera,Globigerinella_siphonifera,siphonifera,EAST-10 deep Arabian Sea,79,565.514,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Baranowski 2013 ,,Globigerinella siphonifera,Globigerinella_siphonifera,siphonifera,EAST-10 deep Arabian Sea,80,677.638,1,15.433333,68.716667,sed_trap ,,11/04/94,-3824,-2787
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella siphonifera,Globigerinella_siphonifera,siphonifera,M.5246,resamples_18,446.55,5,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella siphonifera,Globigerinella_siphonifera,siphonifera,M.5246,resamples_18,397.56,5,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
Rillo et al. 2018,(doi NHM Data Portal),Globigerinella siphonifera,Globigerinella_siphonifera,siphonifera,M.5246,resamples_18,379.99,5,-26.93667,111.18167,seafloor,HMS Penguin,16/04/1891,-3350,NA
